IMF_1,IMF_2,IMF_3,IMF_4,IMF_5,IMF_6,IMF_7,IMF_8,IMF_9,IMF_10,IMF_11
0.05093143917381704,-0.41397200107136467,0.0862424448708795,0.08459500571949105,-0.07401541118725055,0.017588882175340083,-0.009869734793918117,-0.0006907544757292961,0.005359792816903254,-0.08534034593520524,0.339170682707037
0.050990435832275895,-0.4167043181738149,0.08720569920727139,0.08706313588872004,-0.07482232295476691,0.017797679020132184,-0.010009531367758194,-0.0006947054264479944,0.005360448948997036,-0.08535563111519107,0.33916911014058254
-0.011919468654688056,-0.3574371455017381,0.089676890658862,0.08944569895599491,-0.07553351121232563,0.017987691518292444,-0.010162011359275781,-0.0006984389940011575,0.005360834193619826,-0.08537074555281324,0.33916753652230974
-0.049477230848193644,-0.22828196031265133,0.09315230992840406,0.09174023746815,-0.07614586656119857,0.018158648226038042,-0.010327256111699865,-0.0007019553536291823,0.005360948780371841,-0.08538568911156504,0.33916596185251785
0.027961665467565573,-0.026663948549455557,0.09697983903321386,0.09394429397201963,-0.07665627960265749,0.018310181840119597,-0.01050525110879321,-0.0007052546805723093,0.005360792938853288,-0.08540046165493921,0.3391643861315056
0.04733641293055632,0.1950560548413087,0.10050735999060739,0.09605541101443724,-0.0770616409379738,0.01844190109242164,-0.01069595786945235,-0.0007083371500707071,0.005360366898664492,-0.08541506304642918,0.3391628093595722
-0.013954034368337847,0.36701141103907686,0.10308275481790041,0.09807113114223737,-0.07735884116841923,0.018553414714828437,-0.010899337912573581,-0.0007112029373647256,0.005359670889405636,-0.08542949314952775,0.33916123153701644
-0.04555754255811593,0.41364562270545413,0.10405390553240845,0.09998899690225405,-0.07754477089526546,0.018644331439224206,-0.011115352757053082,-0.0007138522176945379,0.005358705140676883,-0.08544375182772801,0.3391596526641373
0.0013589370601732771,0.3084162238891348,0.10286435966871749,0.10180000532732486,-0.07761632071978436,0.018714246371277186,-0.011343950295571302,-0.0007162851663004912,0.005357469882078616,-0.08545783894452301,0.33915807274123383
0.04616317589251627,0.11767640572209986,0.09933860679438011,0.10347069143041332,-0.077570398916904,0.018762717785447608,-0.01158502391594357,-0.0007185019584227554,0.005355965349970638,-0.08547175437016552,0.33915649176860485
-0.002112975242984559,-0.0804218483563485,0.09338992184976706,0.10496792485493842,-0.07740403901290203,0.018789407303900232,-0.011838445102340847,-0.0007205027693016273,0.005354191807752848,-0.08548549800194834,0.33915490974654955
-0.05057632177771079,-0.24673533787108073,0.08492985973913497,0.10626029528043243,-0.07711460524122601,0.01879427414625737,-0.012104052229221639,-0.0007222877741772818,0.005352149525584622,-0.08549906974392363,0.3391533266753668
-0.011562737624929743,-0.3565503556860865,0.07386997536674185,0.10731639238642746,-0.07669989561855434,0.018777703037944248,-0.01238167539361644,-0.0007238571482900601,0.005349838773625249,-0.0855124695001434,0.3391517425553555
0.04963549588233594,-0.4060198601892103,0.0601218236368451,0.10810480585245572,-0.07615780296819268,0.01874017351101295,-0.012671144692555467,-0.0007252110668803595,0.0053472598220346106,-0.08552569717466031,0.33915015738681475
0.06425304924946734,-0.4049458677014397,0.04364715659862231,0.1085941253580492,-0.07548622011344656,0.0186821650975158,-0.012972290223069158,-0.0007263497051880278,0.005344412940971899,-0.08553875267152652,0.3391485711700435
0.03927413803164261,-0.3616164005803476,0.024743773423580098,0.10875294058274002,-0.07468303987762134,0.018604157329504805,-0.013284942082187647,-0.0007272732384536888,0.005341298400596476,-0.08555163589479428,0.3391469839053406
-0.03106500579196396,-0.2711280677745386,0.004300704598734391,0.10854940022356407,-0.07374571410152661,0.018506629739032367,-0.013608930366941406,-0.0007279818419174598,0.005337916471068247,-0.08556434674851612,0.33914539559300516
-0.08365116111157378,-0.13654471814591218,-0.01665776084624973,0.10795029657071706,-0.07267033821913124,0.01839006185815059,-0.013944085174360778,-0.0007284756908195751,0.005334267422546269,-0.08557688513674411,0.33914380623333606
-0.0006529966732903986,0.026772796386945075,-0.03710733388170871,0.10692468660848715,-0.07145527235849736,0.018254933218912035,-0.014290236601476082,-0.0007287549604004306,0.005330351525190288,-0.08558925096353064,0.33914221582663234
0.07786867628333835,0.1897572149244973,-0.05602372547797801,0.10544633718035926,-0.07010358650688302,0.01810172335336873,-0.014647214745317744,-0.0007288198258999871,0.005326169049159583,-0.08560144413292808,0.339140624373193
0.1048743770928799,0.3203354659103217,-0.07238264660539395,0.10349009071383104,-0.06861942623555935,0.01793091179357277,-0.015014849702915833,-0.0007286704625588589,0.0053217202646138675,-0.08561346454898862,0.3391390318733169
0.09657428772867604,0.38785113692883694,-0.08515980823429202,0.1010307896364002,-0.06700693711579749,0.017742978071576546,-0.015392971571301067,-0.0007283070456169499,0.005317005441712278,-0.08562531211576448,0.3391374383273031
0.04771308797191431,0.3745124028846146,-0.09352462622503359,0.0980432763755641,-0.06527026471886867,0.017538401719432398,-0.01578141044750342,-0.0007277297503148821,0.0053120248675041165,-0.08563698675419769,0.3391358437354505
0.00016673998292569825,0.29273590085025125,-0.09742133599808227,0.09450239335882074,-0.06341355461604387,0.017317662269192277,-0.016179996428553507,-0.000726938751892611,0.005306778896596053,-0.08564848845278783,0.33913424809805826
-0.1001738987134816,0.1621362186551385,-0.09699022951950856,0.09038533466924924,-0.06144095237859441,0.017081239252908685,-0.016588559611481514,-0.0007259342255904788,0.005301267900484274,-0.08565981721692381,0.3391326514154251
